CLASS,geometry
ASS,POINT (25.442795498985976 64.76436150248193)
ASS,POINT (25.344693334104093 64.77276300366348)
ASS,POINT (25.336978166699787 64.80596283006597)
ASS,POINT (25.346600332696095 64.81375299968464)
ASS,POINT (25.325926499446037 64.81202849648635)
ASS,POINT (25.283748332757202 64.8192750015612)
ASS,POINT (25.25062166640581 64.8232316695304)
ASS,POINT (25.250614999605887 64.82323000234771)
ASS,POINT (25.22989666727544 64.82157999927736)
ASS,POINT (25.22970499937199 64.82160666257589)
ASS,POINT (25.20426833214339 64.81638500305702)
ASS,POINT (25.137451665847085 64.766834996683)
ASS,POINT (25.137031665632055 64.75652333508319)
ASS,POINT (25.27843000061753 64.81336332940384)
ASS,POINT (25.283743333156487 64.81927499766334)
ASS,POINT (25.21760333391805 64.79908500143972)
ASS,POINT (25.1906750002064 64.78631666916604)
ASS,POINT (25.19582333342636 64.77387499963103)
ASS,POINT (25.18397500046674 64.79843499621006)
ASS,POINT (25.19150999897317 64.80445000428894)
ASS,POINT (25.050085000035992 64.75759167056087)
ASS,POINT (25.02229999973366 64.74564666553427)
ASS,POINT (25.161935000679534 64.8044816659734)
ASS,POINT (25.146279999106046 64.79570833707129)
ASS,POINT (25.11174666685068 64.78589499727032)
ASS,POINT (25.092411667031698 64.7789666626239)
ASS,POINT (25.1576733337774 64.78548000328712)
ASS,POINT (25.132646665947988 64.78594333048873)
ASS,POINT (25.115249999316486 64.74784166200945)
ASS,POINT (25.068634999185267 64.74958499688506)
ASS,POINT (25.06293666767337 64.76450333127943)
ASS,POINT (25.044386665975868 64.77552833220139)
ASS,POINT (25.02104999998969 64.77997000134299)
ASS,POINT (25.046850000941987 64.78878666642808)
ASS,POINT (25.040376667188585 64.80132000268048)
ASS,POINT (24.98299000005502 64.80983499944327)
ASS,POINT (24.982951667075163 64.80983166918341)
ASS,POINT (25.092441666745856 64.77899000048305)
ASS,POINT (25.109128333867417 64.77051499776992)
ASS,POINT (25.10919333361962 64.77051167022036)
ASS,POINT (25.08871166641231 64.75717000236104)
ASS,POINT (25.08389666598325 64.76758666609216)
ASS,POINT (25.08597666665574 64.80482500257237)
ASS,POINT (24.999716666632416 64.7634799977859)
ASS,POINT (25.001456667280912 64.77358166920787)
ASS,POINT (24.98272666587597 64.77876000236913)
ASS,POINT (24.961116667247246 64.77561833623852)
ASS,POINT (25.02090166670034 64.80581666526396)
ASS,POINT (24.93578500007605 64.77991166545146)
ASS,POINT (24.894413334321374 64.78653999687988)
ASS,POINT (24.916454999617674 64.79255332847396)
ASS,POINT (24.96336166655009 64.80023666477305)
ASS,POINT (24.966184998982754 64.79055500381196)
ASS,POINT (25.021151666666512 64.79102833245629)
ASS,POINT (24.99868000066294 64.8001933369345)
ASS,POINT (24.999610001075883 64.81315999661595)
ASS,POINT (24.90322500065652 64.82600833711456)
ASS,POINT (24.86443833294659 64.83471833529057)
ASS,POINT (24.877965000617234 64.79781333216945)
ASS,POINT (24.953946666043 64.82755666704422)
ASS,POINT (24.95755499959913 64.81964833073529)
ASS,POINT (24.954893334148373 64.81298833624112)
ASS,POINT (25.209666665427967 64.82453333764704)
ASS,POINT (25.20772499889256 64.83326500176639)
ASS,POINT (25.185768332906 64.81268500091682)
ASS,POINT (25.170843332404516 64.82631333720127)
ASS,POINT (25.05187999923361 64.83973666330718)
ASS,POINT (25.03044833398124 64.84771166835769)
ASS,POINT (25.14150666630804 64.83759666577639)
ASS,POINT (25.125150000003945 64.84369333539576)
ASS,POINT (25.109931665412354 64.8185116700935)
ASS,POINT (25.07963333299181 64.82180500397305)
ASS,POINT (25.04396000066166 64.8292083359577)
ASS,POINT (25.08367666642726 64.83287999973129)
ASS,POINT (24.97530333292301 64.81628500291554)
ASS,POINT (24.980768334132133 64.8467533345397)
ASS,POINT (25.000894999795243 64.84218500144401)
ASS,POINT (24.994556667586732 64.82190499601278)
ASS,POINT (25.022733334221673 64.81605166522652)
ASS,POINT (25.027368332471028 64.82718999883775)
ASS,POINT (25.05196166562093 64.81929667079594)
ASS,POINT (25.111826666956595 64.82811166824933)
ASS,POINT (25.129596665968705 64.82049833133225)
ASS,POINT (25.122545000388552 64.8149366695299)
ASS,POINT (25.10428166578937 64.84159333615231)
ASS,POINT (25.086014998907167 64.85009666799586)
ASS,POINT (25.06271833262954 64.85170499982617)
ASS,POINT (25.038886667019916 64.85614333143916)
ASS,POINT (25.084344999418555 64.84025833145186)
ASS,POINT (24.81186333374396 64.85340000465732)
ASS,POINT (24.801196667694683 64.83456500025619)
ASS,POINT (25.102601667243736 64.85949500456526)
ASS,POINT (25.016879999281528 64.85945833143067)
ASS,POINT (24.98091999923065 64.85402999628853)
ASS,POINT (24.952443333069535 64.8556899969491)
ASS,POINT (24.828908334502426 64.83538333076595)
ASS,POINT (24.855123333301385 64.80026499912411)
ASS,POINT (24.891745000044853 64.80490999806929)
ASS,POINT (24.876701666305742 64.81516833261742)
ASS,POINT (24.89248833439443 64.81687333133675)
ASS,POINT (24.957870000790887 64.84115166480119)
ASS,POINT (24.974763332723004 64.83269833733921)
ASS,POINT (24.926773333584503 64.84449833195731)
ASS,POINT (24.926781666983725 64.8513516619418)
ASS,POINT (24.880973333986862 64.82689333373325)
ASS,POINT (24.82281333312381 64.81738333733553)
ASS,POINT (25.06971666550134 64.73349333620338)
ASS,POINT (25.20782500116096 64.7524599979008)
ASS,POINT (25.195711666687714 64.74118000346465)
ASS,POINT (25.171639999071385 64.73643666889944)
ASS,POINT (25.0954883343041 64.73954499966565)
ASS,POINT (25.141373333804566 64.75063999803369)
ASS,POINT (25.295016665926916 64.7719983308405)
ASS,POINT (25.29690499903932 64.76290999937059)
ASS,POINT (25.2747183325893 64.7609916712002)
ASS,POINT (25.26171333264061 64.7531966676532)
ASS,POINT (25.307195000398586 64.74333500053899)
ASS,POINT (25.244431666103843 64.7433799981067)
ASS,POINT (25.221503333624717 64.72894333400409)
ASS,POINT (25.22166333277649 64.71881333037071)
ASS,POINT (25.24769333370122 64.73486333174027)
ASS,POINT (25.27125499969708 64.72615333640195)
ASS,POINT (25.253069999147552 64.72505333457084)
ASS,POINT (25.34239999988734 64.72412166272721)
ASS,POINT (25.345185000566488 64.71685500145473)
ASS,POINT (25.34517666704295 64.71684332995048)
ASS,POINT (25.36751500013652 64.71360667042829)
ASS,POINT (25.416968716893138 65.76600396550036)
ASS,POINT (25.520539816695795 65.75583704811753)
ASS,POINT (25.510754483683076 65.76249393353274)
ASS,POINT (25.574316650590692 64.85291821491339)
ASS,POINT (25.59383086760742 64.854189095183)
ASS,POINT (25.5942749995242 64.83779999812627)
ASS,POINT (25.594443333767416 64.82944666489293)
ASS,POINT (25.594426666074625 64.82944333022465)
ASS,POINT (25.61226000018401 64.81917333063024)
ASS,POINT (25.61479500007935 64.84560166763173)
ASS,POINT (25.538594817441588 64.8020287634919)
ASS,POINT (25.55954200076808 64.80234753036267)
ASS,POINT (25.574043083183447 64.79965651560002)
ASS,POINT (25.59377906743879 64.80126369661708)
ASS,POINT (25.583076667391165 64.84239000462328)
ASS,POINT (25.545586099931036 64.89360323301543)
ASS,POINT (25.594961649969473 64.87462144622164)
ASS,POINT (25.61586346674604 64.86681748117365)
ASS,POINT (25.630864184136538 64.8646969976817)
ASS,POINT (25.564474415830194 64.8613422982262)
ASS,POINT (25.54771226578142 64.86528086470969)
ASS,POINT (25.538427299628086 64.87339209648272)
ASS,POINT (25.543093067206122 64.88520803730819)
ASS,POINT (25.517310033759713 64.88092383128712)
ASS,POINT (25.532102533074816 64.89599514706666)
ASS,POINT (25.618959300482196 64.8016555655564)
ASS,POINT (25.616358916371553 64.80992454814357)
ASS,POINT (25.59510346578872 64.81819783352074)
ASS,POINT (25.515276183380085 64.80269096742053)
ASS,POINT (25.506915267499533 64.80951143242189)
ASS,POINT (25.506914466802428 64.80945181263846)
ASS,POINT (25.631866666437684 64.84747666939177)
ASS,POINT (25.623516667046296 64.83762166892078)
ASS,POINT (25.58581833206262 64.78320667112855)
ASS,POINT (25.57291999882267 64.77726500330478)
ASS,POINT (25.596979999946747 64.77201833591538)
ASS,POINT (25.650431750998322 64.84965351746335)
ASS,POINT (25.49746990072668 64.81868277844102)
ASS,POINT (25.515984766039725 64.81775077941853)
ASS,POINT (25.533318884259835 64.819139999817)
ASS,POINT (25.529390983169698 64.81001868178785)
ASS,POINT (25.555080234147184 64.81184138229938)
ASS,POINT (25.574374656060666 64.80983630709821)
ASS,POINT (25.623946665842077 64.77691499855364)
ASS,POINT (25.607618332393685 64.78188499874598)
ASS,POINT (25.631210000862527 64.76503166774877)
ASS,POINT (25.570061633234005 64.87241487019047)
ASS,POINT (25.640193917495235 64.83148674772585)
ASS,POINT (25.66077909993384 64.83934224787092)
ASS,POINT (25.640744299206453 64.83810958403474)
ASS,POINT (25.66221864960154 64.8317498199309)
ASS,POINT (25.68315506568588 64.82227713321691)
ASS,POINT (25.65599806582165 64.81900837959019)
ASS,POINT (25.566225517242128 64.89222249691981)
ASS,POINT (25.467186766712416 64.78977611382982)
ASS,POINT (25.472792700678788 64.80949487058996)
ASS,POINT (25.475492466776664 64.80246458396316)
ASS,POINT (25.56465225059485 64.83338890292966)
ASS,POINT (25.493869650552572 64.80729653710982)
ASS,POINT (25.5011763500101 64.79915498230982)
ASS,POINT (25.511751117484838 64.79661267932471)
ASS,POINT (25.53036729951702 64.79187953631131)
ASS,POINT (25.51620774906474 64.78494730108355)
ASS,POINT (25.536589533262315 64.78430218494304)
ASS,POINT (25.594872667294503 64.8615845627762)
ASS,POINT (25.685168765846754 64.83119948239538)
ASS,POINT (25.67902839919618 64.81290480166037)
ASS,POINT (25.69234216594038 64.81290824628533)
ASS,POINT (25.69235331599264 64.8128854863445)
ASS,POINT (25.71528590002296 64.8120287980666)
ASS,POINT (25.568605417266877 64.88082510368298)
ASS,POINT (25.63369565014622 64.8019215124462)
ASS,POINT (25.514324034043977 64.77349431374935)
ASS,POINT (25.492894698984557 64.79281011932859)
ASS,POINT (25.482996717443445 64.76808351256415)
ASS,POINT (25.49708849979527 64.7731382367918)
ASS,POINT (25.535144217738935 64.77167121370017)
ASS,POINT (25.52706646718623 64.76325120276428)
ASS,POINT (25.496644934145273 64.74201736783112)
ASS,POINT (25.52144891618998 64.74894148240395)
ASS,POINT (25.44355661668874 64.78412387008541)
ASS,POINT (25.471862217861652 64.78023952959546)
ASS,POINT (25.488863917330438 64.78159097036956)
ASS,POINT (25.723082232382545 64.79872671878422)
ASS,POINT (25.701511367283057 64.79331881285678)
ASS,POINT (25.700547498983468 64.80170012084328)
ASS,POINT (25.681147648848135 64.79326820274814)
ASS,POINT (25.67411539999462 64.78552294862155)
ASS,POINT (25.661817917105584 64.79181818684995)
ASS,POINT (25.641637850333357 64.77511684629974)
ASS,POINT (25.703950483177955 64.7748370178699)
ASS,POINT (25.684077700141703 64.77742311721113)
ASS,POINT (25.55714564983508 64.79112460309314)
ASS,POINT (25.559473066892654 64.7821656125481)
ASS,POINT (25.55797461583352 64.77404741645995)
ASS,POINT (25.57176005105266 64.77245931384284)
ASS,POINT (25.57459041764001 64.76181604960951)
ASS,POINT (25.60054573280377 64.7679535045695)
ASS,POINT (25.610817432171633 64.76578073797572)
ASS,POINT (25.667262315935094 64.77609278480054)
ASS,POINT (25.677748616695293 64.7642383465091)
ASS,POINT (25.661163765744906 64.80269859737747)
ASS,POINT (25.651651999453097 64.80940024835995)
ASS,POINT (25.648192700833505 64.78324688525466)
ASS,POINT (25.619971716319316 64.79406146875888)
ASS,POINT (25.63075561599917 64.78658466207827)
ASS,POINT (25.630866989230633 64.78656353975235)
ASS,POINT (25.655226067872043 64.74087844647755)
ASS,POINT (25.521996667261575 64.9374400038562)
ASS,POINT (25.52487000048743 64.91945833370521)
ASS,POINT (25.535888332662864 64.96866666346361)
ASS,POINT (25.50114833402789 64.97601499631341)
ASS,POINT (25.476535000246997 64.97792833584975)
ASS,POINT (25.573116666277695 64.91633500088041)
ASS,POINT (25.587148332687974 64.91443500244358)
ASS,POINT (25.571754999741295 64.90660000146347)
ASS,POINT (25.60886166715091 64.90006500311576)
ASS,POINT (25.619040000775996 64.88045500398681)
ASS,POINT (25.56036000083084 64.95836166897503)
ASS,POINT (25.54159000034383 64.95225666821325)
ASS,POINT (25.58248500030449 64.9492249995431)
ASS,POINT (25.551529999970644 64.91670000043821)
ASS,POINT (25.539670000455246 64.90951833009807)
ASS,POINT (25.698790466219844 64.76580579610355)
ASS,POINT (25.720337750094075 64.76731854975645)
ASS,POINT (25.736580316175466 64.76475568566654)
ASS,POINT (25.74909510031032 64.77494284595943)
ASS,POINT (25.72495658300883 64.77680146355945)
ASS,POINT (25.676214349836176 64.7549488670105)
ASS,POINT (25.697582717074102 64.75697271422828)
ASS,POINT (25.72095101725082 64.75587466554852)
ASS,POINT (25.406776300240935 64.79776206853852)
ASS,POINT (25.386425183444903 64.79316846958505)
ASS,POINT (25.369044449337284 64.78973911613186)
ASS,POINT (25.375218200357295 64.80331598398092)
ASS,POINT (25.67603644936277 64.74723913074871)
ASS,POINT (25.696948366227428 64.73713793239183)
ASS,POINT (25.613658067339138 64.75606224993899)
ASS,POINT (25.608887415473404 64.74612740382904)
ASS,POINT (25.635412499553187 64.74840063196963)
ASS,POINT (25.490226667298888 64.96649000230178)
ASS,POINT (25.52848000076349 64.92642833618193)
ASS,POINT (25.502708333959642 64.94199499897367)
ASS,POINT (25.501445001070497 64.935741666012)
ASS,POINT (25.478700000673456 64.93759667067597)
ASS,POINT (25.480421665997333 64.92956333183648)
ASS,POINT (25.45647500051049 64.93346667087663)
ASS,POINT (25.442206665837528 64.93360500169162)
ASS,POINT (25.490188333999377 64.94527333040435)
ASS,POINT (25.495780000166775 64.95515166310847)
ASS,POINT (24.840156666655076 66.07811666330889)
ASS,POINT (24.794846666588565 66.25384833069239)
ASS,POINT (25.420463332682125 64.93529499938668)
ASS,POINT (25.393748334062927 64.92781833729316)
ASS,POINT (25.40102333376727 64.95794333669976)
ASS,POINT (25.406533334068488 64.95098000394222)
ASS,POINT (25.381933333922316 64.95171833562199)
ASS,POINT (25.3744750003166 64.94371999815087)
ASS,POINT (25.463924999110894 64.94482666417055)
ASS,POINT (25.40640666734912 64.93609500249894)
ASS,POINT (25.422405000316076 64.92724499836537)
ASS,POINT (25.3590750003529 64.94910833049663)
ASS,POINT (25.383421666306784 64.93787999982878)
ASS,POINT (25.354821665741355 64.9385749989699)
ASS,POINT (25.334836665881397 64.94612167044946)
ASS,POINT (25.318589998889554 64.95944833496635)
ASS,POINT (25.398624999956184 64.90853833601629)
ASS,POINT (25.41394333288224 64.91648832980856)
ASS,POINT (25.38143333264007 64.9136116619177)
ASS,POINT (25.359239999409784 64.91948999617642)
ASS,POINT (25.342598334214344 64.90990333152668)
ASS,POINT (25.342558332457642 64.90992833147828)
ASS,POINT (25.32555999980606 64.91583333237394)
ASS,POINT (25.29425500087539 64.92149666271582)
ASS,POINT (25.33124666710405 64.92542999686628)
ASS,POINT (24.356453333151155 64.20240166347708)
ASS,POINT (24.371139999399222 64.19945500065148)
ASS,POINT (24.366545000785237 64.19605832970993)
ASS,POINT (24.367038333580563 64.1819366636464)
ASS,POINT (24.358565000128788 64.18392833721865)
ASS,POINT (24.343436666696626 64.18673666916399)
ASS,POINT (23.483407234828157 63.65495255570146)
ASS,POINT (23.17833924618093 63.78487364222133)
ASS,POINT (23.193745982049577 63.77760367199924)
ASS,POINT (23.216259503833065 63.759073724174606)
ASS,POINT (23.21698270714797 63.77131204836719)
ASS,POINT (23.32468510827901 63.76485843716962)
ASS,POINT (23.329796565472876 63.78121677804616)
ASS,POINT (23.37820480860017 63.78380520154677)
ASS,POINT (23.71713621288361 63.52960511065597)
ASS,POINT (23.737117929945533 63.51898686293649)
ASS,POINT (23.71691810248201 63.50542350714452)
ASS,POINT (23.727291446917246 63.50135021177236)
ASS,POINT (23.19741287670253 63.75625036758702)
ASS,POINT (23.25615621695863 63.75275545174107)
ASS,POINT (23.280856272230732 63.74633049335114)
ASS,POINT (23.175257849086805 63.75992033753749)
ASS,POINT (23.53299335407765 63.60835233450482)
ASS,POINT (23.46700341860301 63.615355504732825)
ASS,POINT (23.21121397792962 63.85883992865586)
ASS,POINT (23.283879340993288 63.82608837818159)
ASS,POINT (23.568777289389548 63.616887710324235)
ASS,POINT (23.650761123869263 63.637947561573746)
ASS,POINT (23.782842678189866 63.44106675780444)
ASS,POINT (23.79076775516143 63.43017846108387)
ASS,POINT (23.142677605144677 63.78427026472519)
ASS,POINT (23.76999905634034 63.47503164225289)
ASS,POINT (23.760393981677637 63.48529991808855)
ASS,POINT (23.715577130764533 63.691594211912864)
ASS,POINT (23.58841165386224 63.59790917037617)
ASS,POINT (23.9442098678772 63.70063302854809)
ASS,POINT (23.20734720293383 63.73024497579091)
ASS,POINT (23.264463500475348 63.761878356893995)
ASS,POINT (23.2639953723964 63.74307004000655)
ASS,POINT (23.23740825543382 63.71857546284646)
ASS,POINT (23.221870947891432 63.779477046082185)
ASS,POINT (23.248405908851105 63.78223040902217)
ASS,POINT (23.212500936944426 63.78113536264687)
ASS,POINT (23.23570604665149 63.769883739901225)
ASS,POINT (23.232589573915234 63.75165875933227)
ASS,POINT (23.829623463426657 63.70004777223072)
ASS,POINT (23.82782144494177 63.721072718091534)
ASS,POINT (23.707179487951905 63.53841506770432)
ASS,POINT (23.662844297459234 63.570329867665336)
ASS,POINT (23.50538519665085 63.59664562378927)
ASS,POINT (23.52908007245466 63.60374067448662)
ASS,POINT (23.520084847601314 63.62956891158595)
ASS,POINT (23.238851092075606 63.823719962906424)
ASS,POINT (23.27596986887614 63.787791686675526)
ASS,POINT (23.743695604369645 63.49393651907256)
ASS,POINT (23.59057634473066 63.6295341017374)
ASS,POINT (23.80462580049493 63.63537126537812)
ASS,POINT (23.791118132586142 63.724259287188495)
ASS,POINT (23.24235618954262 63.816299968841264)
ASS,POINT (23.148130377834523 63.88379148740994)
ASS,POINT (23.147618679956803 63.8860881490358)
ASS,POINT (23.204085916894496 63.83961324261704)
ASS,POINT (23.254137954184547 63.80798498673943)
ASS,POINT (23.914713554318894 63.29805701273116)
ASS,POINT (23.671992358145655 63.55523770345105)
ASS,POINT (23.64073506962523 63.57612437332373)
ASS,POINT (23.868494128205114 63.62077978513244)
